date,market,segment,orders,sessions,order_attempts,cancellations,gross_bookings,net_revenue,driver_hours,active_delivery_hours,fulfillment_rate
2023-10-12,new_york,all,2977,36055,3145,287,116951.08,20828.63,1549.8,1161.8,0.9466
2023-10-13,new_york,all,3410,40598,3566,366,129180.89,24277.4,1736.1,1302.4,0.9563
2023-10-14,new_york,all,3670,44933,3922,407,146858.37,26912.83,1710.8,1238.8,0.9357
2023-10-15,new_york,all,3389,40600,3620,364,130179.29,23085.25,1698.3,1276.2,0.9362
2023-10-16,new_york,all,2707,32957,2902,228,101681.16,19978.75,1407.1,1136.6,0.9328
2023-10-17,new_york,all,2937,35584,3157,223,111311.15,20171.55,1453.4,1179.0,0.9303
2023-10-18,new_york,all,2783,34229,2927,228,117970.62,21633.56,1458.9,1066.4,0.9508
2023-10-19,new_york,all,3145,37432,3360,299,110578.74,20157.51,1433.9,1098.1,0.936
2023-10-20,new_york,all,3612,42153,3866,344,142537.08,25009.31,1772.4,1343.7,0.9343
2023-10-21,new_york,all,3334,39900,3485,331,117582.55,22569.83,1645.0,1264.9,0.9567
2023-10-22,new_york,all,3551,41652,3823,319,135973.65,24944.88,1730.9,1342.3,0.9289
2023-10-23,new_york,all,2869,33879,2969,314,108061.65,18423.18,1349.1,974.1,0.9663
2023-10-24,new_york,all,3008,35503,3248,348,103734.85,20634.98,1390.2,1118.0,0.9261
2023-10-25,new_york,all,2813,35374,3006,232,110407.15,21471.2,1506.3,1231.2,0.9358
2023-10-26,new_york,all,2887,36078,2987,308,109037.45,20903.22,1448.6,1137.6,0.9665
2023-10-27,new_york,all,3491,40366,3710,363,120296.47,23586.86,1597.9,1256.0,0.941
2023-10-28,new_york,all,4097,49830,4227,394,164355.94,32411.68,1827.6,1412.4,0.9692
2023-10-29,new_york,all,3236,39566,3458,257,133525.08,24051.16,1606.0,1210.0,0.9358
2023-10-30,new_york,all,2803,34722,2999,308,115955.88,21837.83,1283.2,943.0,0.9346
2023-10-31,new_york,all,2889,35135,3063,341,113222.77,21315.8,1540.5,1199.1,0.9432
2023-11-01,new_york,all,2968,36478,3184,315,114531.15,20388.72,1547.7,1121.3,0.9322
2023-11-02,new_york,all,2894,35960,2995,335,118818.09,20990.23,1352.7,1085.5,0.9663
2023-11-03,new_york,all,3450,41635,3601,411,143998.13,24971.76,1741.2,1327.0,0.9581
2023-11-04,new_york,all,3975,48003,4177,348,161711.43,30689.5,1827.7,1391.7,0.9516
2023-11-05,new_york,all,3565,43201,3680,363,130791.08,25298.6,1732.8,1304.3,0.9688
2023-11-06,new_york,all,3221,37788,3390,302,125256.92,24153.12,1772.1,1447.7,0.9501
2023-11-07,new_york,all,2991,36464,3120,357,117684.09,21122.91,1501.6,1107.4,0.9587
2023-11-08,new_york,all,3087,37209,3240,231,108095.9,19041.94,1642.8,1207.7,0.9528
2023-11-09,new_york,all,3263,40416,3430,296,128573.68,23607.21,1508.3,1110.9,0.9513
2023-11-10,new_york,all,3577,42745,3842,407,153365.7,28588.04,1724.0,1354.8,0.931
2023-11-11,new_york,all,3947,47674,4119,332,156821.72,30983.68,1957.3,1603.4,0.9582
2023-11-12,new_york,all,3250,40854,3493,356,134343.04,26364.11,1608.8,1196.2,0.9304
2023-11-13,new_york,all,2722,34339,2862,243,105755.45,20884.77,1499.8,1215.7,0.9511
2023-11-14,new_york,all,2660,33846,2783,317,102035.09,19948.66,1233.4,922.4,0.9558
2023-11-15,new_york,all,2839,36458,2996,324,111385.18,22158.68,1524.3,1196.3,0.9476
2023-11-16,new_york,all,2822,35457,2966,240,104215.14,19171.94,1508.9,1092.5,0.9514
2023-11-17,new_york,all,3645,42270,3801,396,133570.05,22897.14,1825.4,1404.8,0.959
2023-11-18,new_york,all,3719,44314,3924,323,152247.07,26263.66,1811.5,1422.9,0.9478
2023-11-19,new_york,all,3727,43254,3867,374,153335.34,27862.3,1870.9,1447.4,0.9638
2023-11-20,new_york,all,2961,36027,3102,305,108349.27,19256.98,1432.4,1065.4,0.9545
2023-11-21,new_york,all,3174,38332,3359,354,128113.42,22432.43,1693.8,1359.9,0.9449
2023-11-22,new_york,all,3015,37655,3168,215,115572.8,22952.31,1485.7,1213.8,0.9517
2023-11-23,new_york,all,2931,35577,3140,237,114760.76,20182.12,1568.8,1201.6,0.9334
2023-11-24,new_york,all,3607,42327,3762,381,142065.02,28239.88,1836.4,1439.0,0.9588
2023-11-25,new_york,all,3668,44181,3956,360,148239.01,28584.21,1823.4,1457.0,0.9272
2023-11-26,new_york,all,3437,40463,3675,326,132871.78,25143.11,1802.4,1341.3,0.9352
2023-11-27,new_york,all,2960,35902,3192,215,121995.1,23213.3,1486.4,1198.7,0.9273
2023-11-28,new_york,all,2959,36698,3172,259,115683.94,20816.66,1615.7,1208.6,0.9328
2023-11-29,new_york,all,2746,34457,2848,311,109020.47,20647.69,1292.3,1030.7,0.9642
2023-11-30,new_york,all,2940,36935,3106,210,108474.15,19048.14,1612.3,1178.9,0.9466
2023-12-01,new_york,all,3606,42855,3745,324,153815.44,30475.63,1933.6,1448.0,0.9629
2023-12-02,new_york,all,3606,42650,3862,423,142092.31,25442.17,1940.1,1500.4,0.9337
2023-12-03,new_york,all,3310,40038,3506,240,131978.04,23446.64,1650.4,1274.9,0.9441
2023-12-04,new_york,all,2949,36151,3076,317,104407.11,19976.72,1596.1,1284.9,0.9587
2023-12-05,new_york,all,3075,37290,3310,255,113517.62,21533.55,1479.8,1212.9,0.929
2023-12-06,new_york,all,2996,36298,3103,340,122485.25,22480.82,1571.9,1148.6,0.9655
2023-12-07,new_york,all,3015,35873,3190,324,117742.58,22250.21,1386.5,1035.9,0.9451
2023-12-08,new_york,all,3717,43144,3963,425,129410.98,22619.07,1797.3,1358.3,0.9379
2023-12-09,new_york,all,3832,46554,3958,310,155191.05,29517.31,1913.8,1469.6,0.9682
2023-12-10,new_york,all,3777,43494,4003,365,141460.8,25196.76,1820.6,1400.8,0.9435
2023-12-11,new_york,all,2945,36508,3153,321,121383.43,21628.72,1458.8,1175.2,0.934
2023-12-12,new_york,all,2641,31736,2729,217,101231.95,17701.97,1375.5,1096.4,0.9678
2023-12-13,new_york,all,2913,35677,3075,238,113298.4,20390.46,1384.8,999.7,0.9473
2023-12-14,new_york,all,3161,39094,3297,226,128872.35,23188.97,1657.4,1268.7,0.9588
2023-12-15,new_york,all,3199,39517,3401,377,117634.67,21600.71,1452.2,1135.3,0.9406
2023-12-16,new_york,all,4199,50166,4350,443,153636.24,26995.82,2246.8,1721.1,0.9653
2023-12-17,new_york,all,3414,41957,3676,347,130147.62,22878.68,1805.7,1323.7,0.9287
2023-12-18,new_york,all,3011,36236,3236,323,120717.94,22483.98,1469.8,1116.7,0.9305
2023-12-19,new_york,all,2878,34261,2991,278,103429.74,17982.95,1503.4,1144.3,0.9622
2023-12-20,new_york,all,3085,38452,3227,289,108866.67,20757.27,1640.5,1212.0,0.956
2023-12-21,new_york,all,3266,39821,3460,302,130919.77,25963.8,1719.8,1368.3,0.9439
2023-12-22,new_york,all,3522,42548,3754,359,131508.9,24040.34,1737.2,1306.6,0.9382
2023-12-23,new_york,all,3909,47133,4113,313,147545.07,29071.27,1938.9,1510.2,0.9504
2023-12-24,new_york,all,3657,42875,3795,418,127723.07,22089.64,1918.2,1480.0,0.9636
2023-12-25,new_york,all,2777,34087,2875,307,103284.86,17691.53,1350.5,1090.9,0.9659
2023-12-26,new_york,all,3037,35993,3280,266,116880.26,22399.06,1630.9,1194.1,0.9259
2023-12-27,new_york,all,2942,36435,3097,291,118536.06,22857.39,1428.2,1044.6,0.95
2023-12-28,new_york,all,3332,40063,3577,257,123335.25,24086.36,1761.1,1320.9,0.9315
2023-12-29,new_york,all,3781,44924,3986,448,157631.59,27066.06,1730.7,1320.7,0.9486
2023-12-30,new_york,all,3795,44467,4084,437,141106.56,27276.92,1712.5,1284.1,0.9292
2023-12-31,new_york,all,3547,42609,3669,412,131895.37,23912.12,1935.1,1541.0,0.9667
2024-01-01,new_york,all,2933,36009,3038,254,121600.46,21778.66,1559.2,1160.9,0.9654
2024-01-02,new_york,all,2876,35361,3096,226,111896.71,19603.26,1538.8,1121.0,0.9289
2024-01-03,new_york,all,2841,35439,3061,229,106359.52,21259.19,1533.2,1167.3,0.9281
2024-01-04,new_york,all,3226,39048,3374,240,123237.62,21185.77,1569.6,1251.5,0.9561
2024-01-05,new_york,all,3611,42442,3783,274,148428.95,28915.48,1731.8,1394.2,0.9545
2024-01-06,new_york,all,4070,47887,4284,299,168182.33,31817.55,1887.9,1497.7,0.95
2024-01-07,new_york,all,3886,44885,4083,464,143500.94,27559.7,1969.0,1527.5,0.9518
2024-01-08,new_york,all,3079,36704,3201,227,118289.99,22634.97,1443.3,1143.7,0.9619
2024-01-09,new_york,all,2939,36324,3159,225,113661.57,22249.6,1601.9,1262.5,0.9304
2024-01-10,new_york,all,3166,38540,3301,353,115880.31,20338.59,1430.7,1063.6,0.9591
2024-01-11,new_york,all,3370,41856,3590,334,129383.76,21998.44,1560.9,1209.8,0.9387
2024-01-12,new_york,all,3452,41082,3567,375,132937.37,24986.36,1649.6,1314.8,0.9678
2024-01-13,new_york,all,3656,44057,3773,371,148780.57,26872.12,1729.6,1300.2,0.969
2024-01-14,new_york,all,4066,46884,4321,464,165991.58,28835.0,1926.4,1513.0,0.941
2024-01-15,new_york,all,2788,33947,2919,284,105571.17,18536.63,1433.7,1101.3,0.9551
2024-01-16,new_york,all,2928,36072,3112,281,111522.07,20068.67,1408.1,1084.7,0.9409
2024-01-17,new_york,all,3276,39246,3390,346,130315.23,22428.16,1655.2,1206.6,0.9664
2024-01-18,new_york,all,2922,37461,3148,270,109205.4,18751.37,1562.9,1229.4,0.9282
2024-01-19,new_york,all,3215,39875,3432,281,127420.52,25163.1,1631.1,1315.6,0.9368
2024-01-20,new_york,all,3758,44033,4035,351,144047.07,25836.73,1935.2,1420.7,0.9314
2024-01-21,new_york,all,3560,42333,3691,279,130416.71,26013.82,1738.7,1315.5,0.9645
2024-01-22,new_york,all,2982,36391,3119,328,109314.42,21746.03,1407.5,1020.2,0.9561
2024-01-23,new_york,all,2972,37450,3116,247,122700.77,21383.94,1419.1,1026.0,0.9538
2024-01-24,new_york,all,3050,37429,3223,237,116506.61,22304.93,1670.9,1368.4,0.9463
2024-01-25,new_york,all,3064,36137,3201,252,127639.14,23999.24,1553.8,1195.4,0.9572
2024-01-26,new_york,all,3364,39401,3475,377,126187.85,24066.47,1602.6,1210.8,0.9681
2024-01-27,new_york,all,4067,48249,4264,352,158859.34,27464.51,2003.2,1497.4,0.9538
2024-01-28,new_york,all,3592,43143,3745,375,154836.4,27198.07,1925.5,1575.1,0.9591
2024-01-29,new_york,all,2843,35143,2983,321,103668.66,17862.02,1459.2,1087.4,0.9531
2024-01-30,new_york,all,2850,36511,2964,211,99313.12,18683.18,1457.5,1155.2,0.9615
2024-01-31,new_york,all,3090,37702,3223,334,126617.96,25272.66,1660.3,1242.5,0.9587
2024-02-01,new_york,all,3264,39363,3464,279,120468.99,22908.33,1678.5,1220.4,0.9423
2024-02-02,new_york,all,3588,44109,3765,290,137994.98,26401.59,1826.4,1439.8,0.953
2024-02-03,new_york,all,3968,47870,4156,414,148292.52,29589.93,1864.7,1342.9,0.9548
2024-02-04,new_york,all,3499,42637,3697,404,136517.73,25984.83,1625.2,1280.0,0.9464
2024-02-05,new_york,all,2879,36006,3076,244,105573.56,18074.77,1577.5,1175.3,0.936
2024-02-06,new_york,all,2962,36297,3107,292,113011.01,22151.31,1543.9,1226.8,0.9533
2024-02-07,new_york,all,2957,37843,3133,250,116404.95,21062.35,1475.0,1175.5,0.9438
2024-02-08,new_york,all,3223,39053,3475,315,117829.67,20046.47,1635.6,1296.1,0.9275
2024-02-09,new_york,all,3725,43688,3934,377,138392.46,25632.64,1694.5,1224.2,0.9469
2024-02-10,new_york,all,3893,46578,4187,391,147277.2,29177.15,2078.9,1643.1,0.9298
2024-02-11,new_york,all,3470,43467,3712,351,124050.87,22046.31,1624.1,1330.2,0.9348
2024-02-12,new_york,all,3010,37665,3109,231,113436.58,20956.89,1614.2,1201.4,0.9682
2024-02-13,new_york,all,2788,33368,2931,292,107975.57,18918.76,1409.0,1053.1,0.9512
2024-02-14,new_york,all,2661,34565,2834,276,100401.84,17242.09,1274.9,1021.6,0.939
2024-02-15,new_york,all,2987,36898,3224,311,113439.09,19558.75,1363.5,1003.6,0.9265
2024-02-16,new_york,all,3154,38460,3321,232,121308.17,23268.16,1702.5,1338.3,0.9497
2024-02-17,new_york,all,3853,45141,3986,356,143476.83,28110.3,1804.4,1435.4,0.9666
2024-02-18,new_york,all,3638,43908,3849,329,144902.61,25256.37,1654.3,1197.2,0.9452
2024-02-19,new_york,all,2926,35596,3032,218,120739.22,21570.01,1560.5,1210.0,0.965
2024-02-20,new_york,all,2997,36350,3200,243,112705.39,19819.34,1468.1,1141.6,0.9366
2024-02-21,new_york,all,3373,39901,3560,310,133010.9,22719.02,1644.4,1233.9,0.9475
2024-02-22,new_york,all,3335,41071,3556,357,126859.19,23672.3,1583.2,1278.6,0.9379
2024-02-23,new_york,all,3525,41647,3784,289,138192.56,26394.46,1892.0,1393.0,0.9316
2024-02-24,new_york,all,4149,50901,4404,463,172242.11,32628.91,1995.8,1509.7,0.9421
2024-02-25,new_york,all,3851,44776,4084,375,152034.28,27615.75,1793.5,1443.5,0.9429
2024-02-26,new_york,all,2733,34041,2918,295,95890.52,17898.0,1291.2,954.3,0.9366
2024-02-27,new_york,all,2821,34997,3024,264,111073.89,19196.12,1313.4,1053.5,0.9329
2024-02-28,new_york,all,2806,34437,3012,266,114690.38,20028.28,1337.4,973.5,0.9316
2024-02-29,new_york,all,3028,38343,3124,306,115286.34,22821.37,1378.1,1059.7,0.9693
2024-03-01,new_york,all,3561,42199,3767,414,143923.5,27754.96,1668.4,1213.8,0.9453
2024-03-02,new_york,all,4153,48498,4322,393,154373.35,30516.86,2039.5,1606.7,0.9609
2024-03-03,new_york,all,3840,45452,4120,370,136858.89,27029.69,2068.7,1653.0,0.932
2024-03-04,new_york,all,2665,33765,2831,267,103326.71,19578.53,1196.2,962.9,0.9414
2024-03-05,new_york,all,3106,38188,3264,332,109078.94,21580.96,1456.8,1191.8,0.9516
2024-03-06,new_york,all,2993,36168,3111,220,113849.05,20777.58,1627.5,1281.2,0.9621
2024-03-07,new_york,all,3181,40542,3330,305,130348.38,22173.37,1723.5,1373.5,0.9553
2024-03-08,new_york,all,3433,41771,3657,323,119549.78,20547.87,1767.2,1361.8,0.9387
2024-03-09,new_york,all,3729,43631,3879,433,134381.86,23286.31,1770.1,1436.0,0.9613
2024-03-10,new_york,all,3791,44889,3922,359,138422.06,23927.72,1898.1,1488.8,0.9666
2024-03-11,new_york,all,2923,35554,3140,273,112179.21,20254.08,1376.8,1112.9,0.9309
2024-03-12,new_york,all,3104,36703,3316,367,117318.77,22412.36,1426.3,1060.5,0.9361
2024-03-13,new_york,all,3024,36746,3145,280,124568.65,24131.37,1473.1,1133.8,0.9615
2024-03-14,new_york,all,3302,39977,3449,261,133193.17,25001.21,1677.4,1330.1,0.9574
2024-03-15,new_york,all,3994,45103,4308,323,157576.88,27480.32,1938.8,1435.2,0.9271
2024-03-16,new_york,all,4084,48831,4351,305,158378.9,30477.97,2086.8,1546.6,0.9386
2024-03-17,new_york,all,3584,43359,3801,251,140696.97,25416.07,1697.3,1388.1,0.9429
2024-03-18,new_york,all,2934,35678,3067,269,108090.57,18417.53,1407.3,1074.4,0.9566
2024-03-19,new_york,all,3146,38250,3287,341,126312.31,22536.35,1662.2,1227.0,0.9571
2024-03-20,new_york,all,2999,37176,3095,320,109041.59,19618.55,1610.5,1212.9,0.969
2024-03-21,new_york,all,2931,36714,3126,210,117556.84,20951.85,1404.8,1067.3,0.9376
2024-03-22,new_york,all,4041,45978,4171,398,164805.41,32030.94,2046.7,1601.2,0.9688
2024-03-23,new_york,all,4034,47710,4156,313,156946.46,30258.93,1928.4,1566.4,0.9706
2024-03-24,new_york,all,3816,46108,4070,447,145621.57,27794.29,1750.9,1433.4,0.9376
2024-03-25,new_york,all,2977,35853,3208,233,116908.57,20361.98,1557.8,1223.1,0.928
2024-03-26,new_york,all,2938,36113,3137,298,96929.25,18827.05,1378.3,1088.8,0.9366
2024-03-27,new_york,all,3035,37409,3198,262,118613.41,22573.94,1486.8,1118.3,0.949
2024-03-28,new_york,all,3638,44120,3836,371,139269.16,24489.8,1822.9,1468.7,0.9484
2024-03-29,new_york,all,3857,47135,4057,349,148118.6,28060.0,1812.4,1344.4,0.9507
2024-03-30,new_york,all,4140,48942,4331,447,165020.71,30447.2,1915.1,1399.2,0.9559
2024-03-31,new_york,all,3826,43871,4041,312,146750.32,26881.8,1865.6,1524.8,0.9468
2023-01-01,los_angeles,all,2416,30280,2546,224,97523.85,16810.83,1127.2,900.5,0.9489
2023-01-02,los_angeles,all,1877,23462,2001,143,84668.62,16825.06,1035.1,831.1,0.938
2023-01-03,los_angeles,all,1844,23571,1946,182,79481.29,14527.12,951.5,698.1,0.9476
2023-01-04,los_angeles,all,1894,23449,2018,147,80860.16,14596.52,917.7,682.6,0.9386
2023-01-05,los_angeles,all,2203,27126,2294,161,91106.34,16461.92,1029.3,768.9,0.9603
2023-01-06,los_angeles,all,2341,27700,2498,222,101569.93,18421.54,1212.1,892.8,0.9371
2023-01-07,los_angeles,all,2598,31877,2769,267,109031.59,21626.41,1358.5,1031.4,0.9382
2023-01-08,los_angeles,all,2497,29760,2605,281,102937.96,17693.09,1197.3,885.2,0.9585
2023-01-09,los_angeles,all,1861,22651,1969,203,80882.06,14038.85,1000.3,779.8,0.9451
2023-01-10,los_angeles,all,1892,24467,2030,214,78891.97,15280.55,928.9,678.2,0.932
2023-01-11,los_angeles,all,2043,25235,2130,221,82380.9,15362.58,952.3,711.4,0.9592
2023-01-12,los_angeles,all,2179,26739,2325,229,94262.75,16388.15,1108.9,872.2,0.9372
2023-01-13,los_angeles,all,2366,28865,2550,167,99054.08,16941.6,1071.9,814.5,0.9278
2023-01-14,los_angeles,all,2500,31101,2683,253,107566.78,19009.96,1214.2,925.4,0.9318
2023-01-15,los_angeles,all,2272,27062,2386,173,93258.54,16583.64,1136.9,909.3,0.9522
2023-01-16,los_angeles,all,1775,22738,1882,129,70043.0,11937.18,823.7,674.2,0.9431
2023-01-17,los_angeles,all,1981,24858,2139,154,90420.08,15957.58,944.7,733.6,0.9261
2023-01-18,los_angeles,all,1997,25000,2114,222,90360.02,17362.64,1054.5,767.6,0.9447
2023-01-19,los_angeles,all,2138,26363,2214,229,93764.02,18346.15,1042.7,761.5,0.9657
2023-01-20,los_angeles,all,2368,29104,2444,278,97527.5,19207.76,1252.1,1022.8,0.9689
2023-01-21,los_angeles,all,2364,29096,2528,281,97797.1,17769.48,1199.5,945.1,0.9351
2023-01-22,los_angeles,all,2374,28761,2496,272,106599.46,19143.39,1194.1,949.6,0.9511
2023-01-23,los_angeles,all,1978,24246,2062,152,81606.26,16320.91,934.0,735.6,0.9593
2023-01-24,los_angeles,all,1956,23388,2049,223,79553.71,15360.25,1022.6,754.6,0.9546
2023-01-25,los_angeles,all,1982,25560,2117,222,91036.62,16943.79,941.8,720.3,0.9362
2023-01-26,los_angeles,all,2162,26865,2277,246,90587.53,16092.25,1018.2,814.4,0.9495
2023-01-27,los_angeles,all,2314,28715,2484,180,105781.49,19002.5,1244.2,1003.6,0.9316
2023-01-28,los_angeles,all,2898,34479,3091,220,113205.67,20995.23,1502.2,1117.2,0.9376
2023-01-29,los_angeles,all,2154,26648,2324,250,92811.96,17287.39,1081.0,842.7,0.9269
2023-01-30,los_angeles,all,1879,23820,2019,148,87090.28,14841.09,864.2,635.8,0.9307
2023-01-31,los_angeles,all,1970,24932,2054,174,82863.08,16471.69,915.4,746.8,0.9591
2023-02-01,los_angeles,all,1953,24458,2076,181,80943.24,15158.09,990.3,738.0,0.9408
2023-02-02,los_angeles,all,2095,26033,2160,160,82852.48,15549.32,1091.1,864.9,0.9699
2023-02-03,los_angeles,all,2319,27883,2503,165,102668.9,18105.06,1139.2,846.6,0.9265
2023-02-04,los_angeles,all,2693,32691,2809,322,108750.69,20983.4,1236.9,966.8,0.9587
2023-02-05,los_angeles,all,2462,30707,2618,280,102913.82,19771.59,1130.4,888.4,0.9404
2023-02-06,los_angeles,all,1894,23349,2031,219,74637.89,12901.51,982.6,739.7,0.9325
2023-02-07,los_angeles,all,1796,22480,1864,151,81303.98,15272.94,952.7,764.0,0.9635
2023-02-08,los_angeles,all,1966,24024,2108,159,87340.06,16572.41,904.2,731.1,0.9326
2023-02-09,los_angeles,all,2104,26685,2168,192,88228.45,17210.46,945.6,761.7,0.9705
2023-02-10,los_angeles,all,2267,28431,2385,210,89719.44,15807.02,1067.1,803.6,0.9505
2023-02-11,los_angeles,all,2337,28382,2462,164,105691.77,20750.36,1068.0,848.5,0.9492
2023-02-12,los_angeles,all,2588,30617,2714,282,106707.23,19617.53,1285.4,997.4,0.9536
2023-02-13,los_angeles,all,1867,23270,1978,224,74080.82,12808.26,848.8,661.4,0.9439
2023-02-14,los_angeles,all,1868,23454,2009,180,71543.56,12389.1,971.4,745.8,0.9298
2023-02-15,los_angeles,all,1997,25421,2090,179,81165.02,14279.7,1063.6,829.6,0.9555
2023-02-16,los_angeles,all,2185,26400,2314,196,85095.39,15188.04,1179.6,865.3,0.9443
2023-02-17,los_angeles,all,2308,28610,2478,173,93917.31,17364.58,1267.6,964.5,0.9314
2023-02-18,los_angeles,all,2587,31861,2765,216,112698.15,21690.17,1241.7,916.1,0.9356
2023-02-19,los_angeles,all,2552,30623,2634,243,105172.16,18468.42,1178.6,881.6,0.9689
2023-02-20,los_angeles,all,1924,24985,2072,176,82245.14,16430.9,937.7,687.1,0.9286
2023-02-21,los_angeles,all,2027,24721,2093,197,82054.98,14346.96,1071.6,794.3,0.9685
2023-02-22,los_angeles,all,2103,25975,2228,236,88613.81,16657.74,966.1,771.1,0.9439
2023-02-23,los_angeles,all,2229,27386,2360,181,102609.54,20303.17,1097.9,850.9,0.9445
2023-02-24,los_angeles,all,2208,26511,2361,158,91120.14,17766.17,1040.1,751.3,0.9352
2023-02-25,los_angeles,all,2611,31797,2709,188,111769.87,21173.31,1230.4,982.9,0.9638
2023-02-26,los_angeles,all,2251,27911,2339,173,87141.6,16684.55,1171.3,949.9,0.9624
2023-02-27,los_angeles,all,1972,24731,2105,194,89119.06,15509.05,1013.7,819.1,0.9368
2023-02-28,los_angeles,all,1915,24423,1987,211,78510.91,13369.61,971.0,779.0,0.9638
2023-03-01,los_angeles,all,2068,25608,2179,236,91418.26,16731.78,1128.5,924.5,0.9491
2023-03-02,los_angeles,all,2149,26452,2292,219,89702.1,15490.26,995.1,774.8,0.9376
2023-03-03,los_angeles,all,2194,25873,2331,198,94965.79,17163.41,1017.5,830.5,0.9412
2023-03-04,los_angeles,all,2645,31868,2752,206,114817.14,20289.6,1280.6,1043.5,0.9611
2023-03-05,los_angeles,all,2573,30670,2689,232,105621.33,20859.2,1343.1,1009.1,0.9569
2023-03-06,los_angeles,all,1987,25001,2143,172,88010.2,17285.35,1015.5,818.8,0.9272
2023-03-07,los_angeles,all,1933,24410,2034,219,78105.05,15196.77,868.9,694.5,0.9503
2023-03-08,los_angeles,all,2208,27358,2279,208,96343.13,18441.84,1202.3,958.9,0.9688
2023-03-09,los_angeles,all,2115,26660,2202,172,87096.9,15209.05,990.1,801.6,0.9605
2023-03-10,los_angeles,all,2453,29619,2569,207,104826.68,17972.64,1192.4,904.3,0.9548
2023-03-11,los_angeles,all,2626,32565,2836,202,107744.29,20430.11,1342.5,1020.3,0.926
2023-03-12,los_angeles,all,2410,29772,2519,279,101472.93,19205.55,1303.7,1022.1,0.9567
2023-03-13,los_angeles,all,1846,22800,1904,134,73365.84,13285.29,976.8,775.4,0.9695
2023-03-14,los_angeles,all,1759,21619,1857,124,74792.45,13775.32,942.2,761.3,0.9472
2023-03-15,los_angeles,all,1876,23931,1940,148,78966.08,14583.02,890.0,718.8,0.967
2023-03-16,los_angeles,all,2211,27286,2308,244,90354.01,16010.54,1164.6,922.5,0.958
2023-03-17,los_angeles,all,2336,28658,2522,225,97842.05,17555.31,1261.0,1028.6,0.9262
2023-03-18,los_angeles,all,2726,33079,2904,276,115259.12,21040.75,1365.0,1007.2,0.9387
2023-03-19,los_angeles,all,2482,29294,2563,218,101031.42,19003.54,1189.8,969.7,0.9684
2023-03-20,los_angeles,all,2122,26112,2233,156,88550.23,17592.68,1143.4,830.6,0.9503
2023-03-21,los_angeles,all,2032,25019,2110,229,81053.11,15088.4,936.9,726.6,0.963
2023-03-22,los_angeles,all,2084,25108,2159,166,97793.87,18770.06,1013.1,738.6,0.9653
